"Step","zerofl-a1.0-s0.9-cifar_lda1000.0-FedAvgNZ-e1-lr0.5 - test_accuracy","zerofl-a1.0-s0.9-cifar_lda1000.0-FedAvgNZ-e1-lr0.5 - test_accuracy__MIN","zerofl-a1.0-s0.9-cifar_lda1000.0-FedAvgNZ-e1-lr0.5 - test_accuracy__MAX","zerofl-a1.0-s0.9-cifar_lda1.0-FedAvgNZ-e1-lr0.5 - test_accuracy","zerofl-a1.0-s0.9-cifar_lda1.0-FedAvgNZ-e1-lr0.5 - test_accuracy__MIN","zerofl-a1.0-s0.9-cifar_lda1.0-FedAvgNZ-e1-lr0.5 - test_accuracy__MAX","zerofl-a1.0-s0.9-cifar10_lda0.1-FedAvgNZ-e1-lr0.5 - test_accuracy","zerofl-a1.0-s0.9-cifar10_lda0.1-FedAvgNZ-e1-lr0.5 - test_accuracy__MIN","zerofl-a1.0-s0.9-cifar10_lda0.1-FedAvgNZ-e1-lr0.5 - test_accuracy__MAX","resnet18-cifar_lda1000.0-FedAvg-e1-lr0.5 - test_accuracy","resnet18-cifar_lda1000.0-FedAvg-e1-lr0.5 - test_accuracy__MIN","resnet18-cifar_lda1000.0-FedAvg-e1-lr0.5 - test_accuracy__MAX","resnet18-cifar_lda1.0-FedAvg-e1-lr0.5 - test_accuracy","resnet18-cifar_lda1.0-FedAvg-e1-lr0.5 - test_accuracy__MIN","resnet18-cifar_lda1.0-FedAvg-e1-lr0.5 - test_accuracy__MAX","resnet18-cifar10_lda0.1-FedAvg-e1-lr0.5 - test_accuracy","resnet18-cifar10_lda0.1-FedAvg-e1-lr0.5 - test_accuracy__MIN","resnet18-cifar10_lda0.1-FedAvg-e1-lr0.5 - test_accuracy__MAX","power_swat-a1.25-s0.9-cifar10_lda1000.0-FedAvg-e1-lr0.5 - test_accuracy","power_swat-a1.25-s0.9-cifar10_lda1000.0-FedAvg-e1-lr0.5 - test_accuracy__MIN","power_swat-a1.25-s0.9-cifar10_lda1000.0-FedAvg-e1-lr0.5 - test_accuracy__MAX","power_swat-a1.25-s0.9-cifar10_lda1.0-FedAvg-e1-lr0.5 - test_accuracy","power_swat-a1.25-s0.9-cifar10_lda1.0-FedAvg-e1-lr0.5 - test_accuracy__MIN","power_swat-a1.25-s0.9-cifar10_lda1.0-FedAvg-e1-lr0.5 - test_accuracy__MAX","power_swat-a1.25-s0.9-cifar10_lda0.1-FedAvg-e1-lr0.5 - test_accuracy","power_swat-a1.25-s0.9-cifar10_lda0.1-FedAvg-e1-lr0.5 - test_accuracy__MIN","power_swat-a1.25-s0.9-cifar10_lda0.1-FedAvg-e1-lr0.5 - test_accuracy__MAX","powerprop-a1.0-s0.9-cifar_lda1000.0-FedAvg-e1-lr0.5 - test_accuracy","powerprop-a1.0-s0.9-cifar_lda1000.0-FedAvg-e1-lr0.5 - test_accuracy__MIN","powerprop-a1.0-s0.9-cifar_lda1000.0-FedAvg-e1-lr0.5 - test_accuracy__MAX","powerprop-a1.0-s0.9-cifar_lda1.0-FedAvg-e1-lr0.5 - test_accuracy","powerprop-a1.0-s0.9-cifar_lda1.0-FedAvg-e1-lr0.5 - test_accuracy__MIN","powerprop-a1.0-s0.9-cifar_lda1.0-FedAvg-e1-lr0.5 - test_accuracy__MAX","powerprop-a1.0-s0.9-cifar10_lda0.1-FedAvg-e1-lr0.5 - test_accuracy","powerprop-a1.0-s0.9-cifar10_lda0.1-FedAvg-e1-lr0.5 - test_accuracy__MIN","powerprop-a1.0-s0.9-cifar10_lda0.1-FedAvg-e1-lr0.5 - test_accuracy__MAX"
"441","0.768","0.768","0.768","0.745","0.745","0.745","0.679","0.679","0.679","0.839","0.839","0.839","0.853","0.853","0.853","0.778","0.778","0.778","0.832","0.832","0.832","0.81","0.81","0.81","0.721","0.721","0.721","0.829","0.829","0.829","0.83","0.83","0.83","0.69","0.69","0.69"
"442","0.783","0.783","0.783","0.713","0.713","0.713","0.593","0.593","0.593","0.84","0.84","0.84","0.83","0.83","0.83","0.716","0.716","0.716","0.85","0.85","0.85","0.839","0.839","0.839","0.691","0.691","0.691","0.82","0.82","0.82","0.812","0.812","0.812","0.625","0.625","0.625"
"443","0.748","0.748","0.748","0.747","0.747","0.747","0.626","0.626","0.626","0.845","0.845","0.845","0.822","0.822","0.822","0.7","0.7","0.7","0.838","0.838","0.838","0.828","0.828","0.828","0.686","0.686","0.686","0.828","0.828","0.828","0.796","0.796","0.796","0.63","0.63","0.63"
"444","0.773","0.773","0.773","0.728","0.728","0.728","0.514","0.514","0.514","0.839","0.839","0.839","0.817","0.817","0.817","0.676","0.676","0.676","0.812","0.812","0.812","0.817","0.817","0.817","0.745","0.745","0.745","0.828","0.828","0.828","0.798","0.798","0.798","0.561","0.561","0.561"
"445","0.754","0.754","0.754","0.771","0.771","0.771","0.618","0.618","0.618","0.838","0.838","0.838","0.832","0.832","0.832","0.746","0.746","0.746","0.827","0.827","0.827","0.851","0.851","0.851","0.736","0.736","0.736","0.81","0.81","0.81","0.81","0.81","0.81","0.653","0.653","0.653"
"446","0.743","0.743","0.743","0.704","0.704","0.704","0.635","0.635","0.635","0.85","0.85","0.85","0.832","0.832","0.832","0.75","0.75","0.75","0.829","0.829","0.829","0.829","0.829","0.829","0.678","0.678","0.678","0.833","0.833","0.833","0.817","0.817","0.817","0.69","0.69","0.69"
"447","0.757","0.757","0.757","0.776","0.776","0.776","0.636","0.636","0.636","0.844","0.844","0.844","0.829","0.829","0.829","0.787","0.787","0.787","0.852","0.852","0.852","0.841","0.841","0.841","0.759","0.759","0.759","0.839","0.839","0.839","0.827","0.827","0.827","0.703","0.703","0.703"
"448","0.765","0.765","0.765","0.768","0.768","0.768","0.698","0.698","0.698","0.844","0.844","0.844","0.809","0.809","0.809","0.769","0.769","0.769","0.837","0.837","0.837","0.844","0.844","0.844","0.669","0.669","0.669","0.835","0.835","0.835","0.809","0.809","0.809","0.729","0.729","0.729"
"449","0.787","0.787","0.787","0.769","0.769","0.769","0.721","0.721","0.721","0.838","0.838","0.838","0.833","0.833","0.833","0.743","0.743","0.743","0.828","0.828","0.828","0.838","0.838","0.838","0.745","0.745","0.745","0.82","0.82","0.82","0.783","0.783","0.783","0.705","0.705","0.705"
"450","0.775","0.775","0.775","0.727","0.727","0.727","0.734","0.734","0.734","0.852","0.852","0.852","0.81","0.81","0.81","0.775","0.775","0.775","0.825","0.825","0.825","0.809","0.809","0.809","0.74","0.74","0.74","0.81","0.81","0.81","0.813","0.813","0.813","0.761","0.761","0.761"
"451","0.782","0.782","0.782","0.743","0.743","0.743","0.672","0.672","0.672","0.849","0.849","0.849","0.841","0.841","0.841","0.747","0.747","0.747","0.822","0.822","0.822","0.811","0.811","0.811","0.692","0.692","0.692","0.812","0.812","0.812","0.79","0.79","0.79","0.673","0.673","0.673"
"452","0.765","0.765","0.765","0.748","0.748","0.748","0.65","0.65","0.65","0.852","0.852","0.852","0.838","0.838","0.838","0.708","0.708","0.708","0.858","0.858","0.858","0.824","0.824","0.824","0.682","0.682","0.682","0.828","0.828","0.828","0.812","0.812","0.812","0.623","0.623","0.623"
"453","0.778","0.778","0.778","0.749","0.749","0.749","0.709","0.709","0.709","0.841","0.841","0.841","0.823","0.823","0.823","0.806","0.806","0.806","0.829","0.829","0.829","0.804","0.804","0.804","0.722","0.722","0.722","0.829","0.829","0.829","0.802","0.802","0.802","0.739","0.739","0.739"
"454","0.784","0.784","0.784","0.72","0.72","0.72","0.686","0.686","0.686","0.84","0.84","0.84","0.851","0.851","0.851","0.715","0.715","0.715","0.844","0.844","0.844","0.799","0.799","0.799","0.753","0.753","0.753","0.832","0.832","0.832","0.823","0.823","0.823","0.692","0.692","0.692"
"455","0.783","0.783","0.783","0.709","0.709","0.709","0.539","0.539","0.539","0.84","0.84","0.84","0.835","0.835","0.835","0.695","0.695","0.695","0.834","0.834","0.834","0.796","0.796","0.796","0.681","0.681","0.681","0.816","0.816","0.816","0.82","0.82","0.82","0.666","0.666","0.666"
"456","0.762","0.762","0.762","0.717","0.717","0.717","0.584","0.584","0.584","0.859","0.859","0.859","0.848","0.848","0.848","0.753","0.753","0.753","0.845","0.845","0.845","0.81","0.81","0.81","0.787","0.787","0.787","0.836","0.836","0.836","0.806","0.806","0.806","0.631","0.631","0.631"
"457","0.758","0.758","0.758","0.728","0.728","0.728","0.625","0.625","0.625","0.842","0.842","0.842","0.804","0.804","0.804","0.799","0.799","0.799","0.819","0.819","0.819","0.799","0.799","0.799","0.65","0.65","0.65","0.823","0.823","0.823","0.806","0.806","0.806","0.685","0.685","0.685"
"458","0.793","0.793","0.793","0.736","0.736","0.736","0.57","0.57","0.57","0.85","0.85","0.85","0.84","0.84","0.84","0.704","0.704","0.704","0.834","0.834","0.834","0.771","0.771","0.771","0.637","0.637","0.637","0.821","0.821","0.821","0.807","0.807","0.807","0.602","0.602","0.602"
"459","0.772","0.772","0.772","0.763","0.763","0.763","0.646","0.646","0.646","0.869","0.869","0.869","0.833","0.833","0.833","0.722","0.722","0.722","0.834","0.834","0.834","0.824","0.824","0.824","0.7","0.7","0.7","0.825","0.825","0.825","0.834","0.834","0.834","0.589","0.589","0.589"
"460","0.769","0.769","0.769","0.74","0.74","0.74","0.35","0.35","0.35","0.847","0.847","0.847","0.842","0.842","0.842","0.44","0.44","0.44","0.838","0.838","0.838","0.819","0.819","0.819","0.683","0.683","0.683","0.814","0.814","0.814","0.832","0.832","0.832","0.456","0.456","0.456"
"461","0.779","0.779","0.779","0.704","0.704","0.704","0.582","0.582","0.582","0.837","0.837","0.837","0.833","0.833","0.833","0.694","0.694","0.694","0.835","0.835","0.835","0.832","0.832","0.832","0.698","0.698","0.698","0.794","0.794","0.794","0.789","0.789","0.789","0.653","0.653","0.653"
"462","0.762","0.762","0.762","0.785","0.785","0.785","0.585","0.585","0.585","0.849","0.849","0.849","0.843","0.843","0.843","0.667","0.667","0.667","0.818","0.818","0.818","0.81","0.81","0.81","0.67","0.67","0.67","0.798","0.798","0.798","0.799","0.799","0.799","0.651","0.651","0.651"
"463","0.787","0.787","0.787","0.77","0.77","0.77","0.57","0.57","0.57","0.844","0.844","0.844","0.845","0.845","0.845","0.705","0.705","0.705","0.84","0.84","0.84","0.829","0.829","0.829","0.703","0.703","0.703","0.843","0.843","0.843","0.798","0.798","0.798","0.611","0.611","0.611"
"464","0.75","0.75","0.75","0.71","0.71","0.71","0.576","0.576","0.576","0.847","0.847","0.847","0.849","0.849","0.849","0.65","0.65","0.65","0.828","0.828","0.828","0.798","0.798","0.798","0.722","0.722","0.722","0.818","0.818","0.818","0.814","0.814","0.814","0.579","0.579","0.579"
"465","0.759","0.759","0.759","0.738","0.738","0.738","0.741","0.741","0.741","0.841","0.841","0.841","0.832","0.832","0.832","0.794","0.794","0.794","0.839","0.839","0.839","0.835","0.835","0.835","0.719","0.719","0.719","0.791","0.791","0.791","0.81","0.81","0.81","0.746","0.746","0.746"
"466","0.779","0.779","0.779","0.717","0.717","0.717","0.737","0.737","0.737","0.828","0.828","0.828","0.828","0.828","0.828","0.736","0.736","0.736","0.814","0.814","0.814","0.803","0.803","0.803","0.767","0.767","0.767","0.806","0.806","0.806","0.816","0.816","0.816","0.723","0.723","0.723"
"467","0.773","0.773","0.773","0.762","0.762","0.762","0.771","0.771","0.771","0.857","0.857","0.857","0.822","0.822","0.822","0.831","0.831","0.831","0.835","0.835","0.835","0.834","0.834","0.834","0.646","0.646","0.646","0.823","0.823","0.823","0.812","0.812","0.812","0.798","0.798","0.798"
"468","0.806","0.806","0.806","0.732","0.732","0.732","0.664","0.664","0.664","0.847","0.847","0.847","0.834","0.834","0.834","0.736","0.736","0.736","0.823","0.823","0.823","0.866","0.866","0.866","0.724","0.724","0.724","0.811","0.811","0.811","0.815","0.815","0.815","0.702","0.702","0.702"
"469","0.79","0.79","0.79","0.739","0.739","0.739","0.717","0.717","0.717","0.853","0.853","0.853","0.846","0.846","0.846","0.75","0.75","0.75","0.84","0.84","0.84","0.816","0.816","0.816","0.687","0.687","0.687","0.812","0.812","0.812","0.815","0.815","0.815","0.732","0.732","0.732"
"470","0.772","0.772","0.772","0.765","0.765","0.765","0.656","0.656","0.656","0.859","0.859","0.859","0.832","0.832","0.832","0.669","0.669","0.669","0.832","0.832","0.832","0.814","0.814","0.814","0.689","0.689","0.689","0.829","0.829","0.829","0.833","0.833","0.833","0.659","0.659","0.659"
"471","0.771","0.771","0.771","0.769","0.769","0.769","0.735","0.735","0.735","0.852","0.852","0.852","0.826","0.826","0.826","0.781","0.781","0.781","0.83","0.83","0.83","0.821","0.821","0.821","0.784","0.784","0.784","0.829","0.829","0.829","0.803","0.803","0.803","0.778","0.778","0.778"
"472","0.767","0.767","0.767","0.796","0.796","0.796","0.606","0.606","0.606","0.832","0.832","0.832","0.833","0.833","0.833","0.704","0.704","0.704","0.828","0.828","0.828","0.839","0.839","0.839","0.718","0.718","0.718","0.821","0.821","0.821","0.793","0.793","0.793","0.704","0.704","0.704"
"473","0.733","0.733","0.733","0.764","0.764","0.764","0.607","0.607","0.607","0.849","0.849","0.849","0.831","0.831","0.831","0.661","0.661","0.661","0.846","0.846","0.846","0.869","0.869","0.869","0.743","0.743","0.743","0.817","0.817","0.817","0.797","0.797","0.797","0.654","0.654","0.654"
"474","0.756","0.756","0.756","0.712","0.712","0.712","0.677","0.677","0.677","0.852","0.852","0.852","0.833","0.833","0.833","0.748","0.748","0.748","0.839","0.839","0.839","0.801","0.801","0.801","0.756","0.756","0.756","0.808","0.808","0.808","0.808","0.808","0.808","0.644","0.644","0.644"
"475","0.783","0.783","0.783","0.765","0.765","0.765","0.684","0.684","0.684","0.854","0.854","0.854","0.819","0.819","0.819","0.785","0.785","0.785","0.833","0.833","0.833","0.84","0.84","0.84","0.745","0.745","0.745","0.818","0.818","0.818","0.797","0.797","0.797","0.8","0.8","0.8"
"476","0.756","0.756","0.756","0.766","0.766","0.766","0.652","0.652","0.652","0.86","0.86","0.86","0.845","0.845","0.845","0.75","0.75","0.75","0.825","0.825","0.825","0.827","0.827","0.827","0.683","0.683","0.683","0.806","0.806","0.806","0.807","0.807","0.807","0.704","0.704","0.704"
"477","0.772","0.772","0.772","0.759","0.759","0.759","0.687","0.687","0.687","0.851","0.851","0.851","0.794","0.794","0.794","0.729","0.729","0.729","0.828","0.828","0.828","0.824","0.824","0.824","0.685","0.685","0.685","0.8","0.8","0.8","0.798","0.798","0.798","0.67","0.67","0.67"
"478","0.777","0.777","0.777","0.747","0.747","0.747","0.708","0.708","0.708","0.829","0.829","0.829","0.831","0.831","0.831","0.78","0.78","0.78","0.824","0.824","0.824","0.821","0.821","0.821","0.699","0.699","0.699","0.815","0.815","0.815","0.813","0.813","0.813","0.766","0.766","0.766"
"479","0.768","0.768","0.768","0.743","0.743","0.743","0.661","0.661","0.661","0.838","0.838","0.838","0.856","0.856","0.856","0.704","0.704","0.704","0.816","0.816","0.816","0.817","0.817","0.817","0.7","0.7","0.7","0.803","0.803","0.803","0.813","0.813","0.813","0.698","0.698","0.698"
"480","0.771","0.771","0.771","0.756","0.756","0.756","0.605","0.605","0.605","0.847","0.847","0.847","0.839","0.839","0.839","0.746","0.746","0.746","0.838","0.838","0.838","0.829","0.829","0.829","0.662","0.662","0.662","0.804","0.804","0.804","0.82","0.82","0.82","0.698","0.698","0.698"
"481","0.778","0.778","0.778","0.768","0.768","0.768","0.661","0.661","0.661","0.862","0.862","0.862","0.827","0.827","0.827","0.735","0.735","0.735","0.847","0.847","0.847","0.836","0.836","0.836","0.644","0.644","0.644","0.822","0.822","0.822","0.795","0.795","0.795","0.616","0.616","0.616"
"482","0.796","0.796","0.796","0.752","0.752","0.752","0.64","0.64","0.64","0.855","0.855","0.855","0.853","0.853","0.853","0.721","0.721","0.721","0.839","0.839","0.839","0.82","0.82","0.82","0.739","0.739","0.739","0.828","0.828","0.828","0.826","0.826","0.826","0.693","0.693","0.693"
"483","0.766","0.766","0.766","0.708","0.708","0.708","0.598","0.598","0.598","0.838","0.838","0.838","0.844","0.844","0.844","0.726","0.726","0.726","0.838","0.838","0.838","0.816","0.816","0.816","0.604","0.604","0.604","0.815","0.815","0.815","0.817","0.817","0.817","0.644","0.644","0.644"
"484","0.778","0.778","0.778","0.747","0.747","0.747","0.605","0.605","0.605","0.833","0.833","0.833","0.825","0.825","0.825","0.674","0.674","0.674","0.821","0.821","0.821","0.824","0.824","0.824","0.757","0.757","0.757","0.83","0.83","0.83","0.815","0.815","0.815","0.613","0.613","0.613"
"485","0.772","0.772","0.772","0.756","0.756","0.756","0.67","0.67","0.67","0.847","0.847","0.847","0.835","0.835","0.835","0.712","0.712","0.712","0.833","0.833","0.833","0.822","0.822","0.822","0.706","0.706","0.706","0.803","0.803","0.803","0.796","0.796","0.796","0.663","0.663","0.663"
"486","0.766","0.766","0.766","0.747","0.747","0.747","0.53","0.53","0.53","0.852","0.852","0.852","0.858","0.858","0.858","0.616","0.616","0.616","0.835","0.835","0.835","0.829","0.829","0.829","0.599","0.599","0.599","0.838","0.838","0.838","0.811","0.811","0.811","0.562","0.562","0.562"
"487","0.764","0.764","0.764","0.771","0.771","0.771","0.625","0.625","0.625","0.836","0.836","0.836","0.861","0.861","0.861","0.664","0.664","0.664","0.831","0.831","0.831","0.847","0.847","0.847","0.766","0.766","0.766","0.814","0.814","0.814","0.821","0.821","0.821","0.673","0.673","0.673"
"488","0.779","0.779","0.779","0.72","0.72","0.72","0.631","0.631","0.631","0.833","0.833","0.833","0.82","0.82","0.82","0.726","0.726","0.726","0.834","0.834","0.834","0.803","0.803","0.803","0.67","0.67","0.67","0.817","0.817","0.817","0.782","0.782","0.782","0.672","0.672","0.672"
"489","0.766","0.766","0.766","0.803","0.803","0.803","0.67","0.67","0.67","0.833","0.833","0.833","0.841","0.841","0.841","0.772","0.772","0.772","0.844","0.844","0.844","0.851","0.851","0.851","0.715","0.715","0.715","0.82","0.82","0.82","0.819","0.819","0.819","0.698","0.698","0.698"
"490","0.768","0.768","0.768","0.715","0.715","0.715","0.632","0.632","0.632","0.842","0.842","0.842","0.831","0.831","0.831","0.673","0.673","0.673","0.84","0.84","0.84","0.816","0.816","0.816","0.748","0.748","0.748","0.804","0.804","0.804","0.807","0.807","0.807","0.709","0.709","0.709"
"491","0.76","0.76","0.76","0.788","0.788","0.788","0.508","0.508","0.508","0.844","0.844","0.844","0.864","0.864","0.864","0.734","0.734","0.734","0.846","0.846","0.846","0.848","0.848","0.848","0.723","0.723","0.723","0.828","0.828","0.828","0.819","0.819","0.819","0.592","0.592","0.592"
"492","0.78","0.78","0.78","0.752","0.752","0.752","0.574","0.574","0.574","0.857","0.857","0.857","0.824","0.824","0.824","0.665","0.665","0.665","0.839","0.839","0.839","0.811","0.811","0.811","0.739","0.739","0.739","0.823","0.823","0.823","0.794","0.794","0.794","0.589","0.589","0.589"
"493","0.777","0.777","0.777","0.754","0.754","0.754","0.73","0.73","0.73","0.821","0.821","0.821","0.823","0.823","0.823","0.81","0.81","0.81","0.835","0.835","0.835","0.83","0.83","0.83","0.717","0.717","0.717","0.811","0.811","0.811","0.816","0.816","0.816","0.763","0.763","0.763"
"494","0.797","0.797","0.797","0.801","0.801","0.801","0.654","0.654","0.654","0.828","0.828","0.828","0.815","0.815","0.815","0.73","0.73","0.73","0.822","0.822","0.822","0.831","0.831","0.831","0.68","0.68","0.68","0.815","0.815","0.815","0.774","0.774","0.774","0.656","0.656","0.656"
"495","0.753","0.753","0.753","0.724","0.724","0.724","0.642","0.642","0.642","0.839","0.839","0.839","0.858","0.858","0.858","0.733","0.733","0.733","0.836","0.836","0.836","0.793","0.793","0.793","0.72","0.72","0.72","0.812","0.812","0.812","0.821","0.821","0.821","0.707","0.707","0.707"
"496","0.762","0.762","0.762","0.76","0.76","0.76","0.606","0.606","0.606","0.828","0.828","0.828","0.827","0.827","0.827","0.71","0.71","0.71","0.808","0.808","0.808","0.84","0.84","0.84","0.76","0.76","0.76","0.785","0.785","0.785","0.778","0.778","0.778","0.63","0.63","0.63"
"497","0.806","0.806","0.806","0.736","0.736","0.736","0.746","0.746","0.746","0.836","0.836","0.836","0.832","0.832","0.832","0.824","0.824","0.824","0.824","0.824","0.824","0.814","0.814","0.814","0.696","0.696","0.696","0.819","0.819","0.819","0.789","0.789","0.789","0.745","0.745","0.745"
"498","0.756","0.756","0.756","0.723","0.723","0.723","0.65","0.65","0.65","0.848","0.848","0.848","0.831","0.831","0.831","0.79","0.79","0.79","0.837","0.837","0.837","0.822","0.822","0.822","0.75","0.75","0.75","0.794","0.794","0.794","0.813","0.813","0.813","0.717","0.717","0.717"
"499","0.762","0.762","0.762","0.758","0.758","0.758","0.637","0.637","0.637","0.852","0.852","0.852","0.844","0.844","0.844","0.738","0.738","0.738","0.861","0.861","0.861","0.835","0.835","0.835","0.713","0.713","0.713","0.816","0.816","0.816","0.799","0.799","0.799","0.656","0.656","0.656"
"500","0.792","0.792","0.792","0.755","0.755","0.755","0.651","0.651","0.651","0.848","0.848","0.848","0.826","0.826","0.826","0.732","0.732","0.732","0.854","0.854","0.854","0.831","0.831","0.831","0.761","0.761","0.761","0.829","0.829","0.829","0.803","0.803","0.803","0.697","0.697","0.697"
"501","0.773","0.773","0.773","0.743","0.743","0.743","0.627","0.627","0.627","0.839","0.839","0.839","0.85","0.85","0.85","0.72","0.72","0.72","0.834","0.834","0.834","0.809","0.809","0.809","0.775","0.775","0.775","0.804","0.804","0.804","0.814","0.814","0.814","0.664","0.664","0.664"
"502","0.781","0.781","0.781","0.759","0.759","0.759","0.635","0.635","0.635","0.84","0.84","0.84","0.816","0.816","0.816","0.715","0.715","0.715","0.833","0.833","0.833","0.794","0.794","0.794","0.733","0.733","0.733","0.818","0.818","0.818","0.771","0.771","0.771","0.681","0.681","0.681"
"503","0.782","0.782","0.782","0.71","0.71","0.71","0.652","0.652","0.652","0.844","0.844","0.844","0.863","0.863","0.863","0.727","0.727","0.727","0.83","0.83","0.83","0.803","0.803","0.803","0.706","0.706","0.706","0.829","0.829","0.829","0.822","0.822","0.822","0.699","0.699","0.699"
"504","0.754","0.754","0.754","0.769","0.769","0.769","0.618","0.618","0.618","0.854","0.854","0.854","0.855","0.855","0.855","0.686","0.686","0.686","0.849","0.849","0.849","0.835","0.835","0.835","0.689","0.689","0.689","0.838","0.838","0.838","0.82","0.82","0.82","0.687","0.687","0.687"
"505","0.789","0.789","0.789","0.746","0.746","0.746","0.706","0.706","0.706","0.841","0.841","0.841","0.836","0.836","0.836","0.796","0.796","0.796","0.837","0.837","0.837","0.821","0.821","0.821","0.728","0.728","0.728","0.825","0.825","0.825","0.822","0.822","0.822","0.757","0.757","0.757"
"506","0.773","0.773","0.773","0.795","0.795","0.795","0.703","0.703","0.703","0.852","0.852","0.852","0.789","0.789","0.789","0.785","0.785","0.785","0.838","0.838","0.838","0.853","0.853","0.853","0.59","0.59","0.59","0.82","0.82","0.82","0.78","0.78","0.78","0.746","0.746","0.746"
"507","0.776","0.776","0.776","0.778","0.778","0.778","0.726","0.726","0.726","0.842","0.842","0.842","0.821","0.821","0.821","0.761","0.761","0.761","0.84","0.84","0.84","0.841","0.841","0.841","0.705","0.705","0.705","0.837","0.837","0.837","0.813","0.813","0.813","0.728","0.728","0.728"
"508","0.789","0.789","0.789","0.772","0.772","0.772","0.708","0.708","0.708","0.851","0.851","0.851","0.826","0.826","0.826","0.753","0.753","0.753","0.844","0.844","0.844","0.828","0.828","0.828","0.735","0.735","0.735","0.806","0.806","0.806","0.81","0.81","0.81","0.644","0.644","0.644"
"509","0.806","0.806","0.806","0.736","0.736","0.736","0.623","0.623","0.623","0.842","0.842","0.842","0.839","0.839","0.839","0.749","0.749","0.749","0.822","0.822","0.822","0.791","0.791","0.791","0.678","0.678","0.678","0.827","0.827","0.827","0.8","0.8","0.8","0.724","0.724","0.724"
"510","0.781","0.781","0.781","0.776","0.776","0.776","0.659","0.659","0.659","0.838","0.838","0.838","0.808","0.808","0.808","0.667","0.667","0.667","0.83","0.83","0.83","0.825","0.825","0.825","0.654","0.654","0.654","0.829","0.829","0.829","0.76","0.76","0.76","0.7","0.7","0.7"
"511","0.787","0.787","0.787","0.723","0.723","0.723","0.63","0.63","0.63","0.838","0.838","0.838","0.831","0.831","0.831","0.692","0.692","0.692","0.848","0.848","0.848","0.787","0.787","0.787","0.714","0.714","0.714","0.806","0.806","0.806","0.822","0.822","0.822","0.687","0.687","0.687"
"512","0.767","0.767","0.767","0.747","0.747","0.747","0.648","0.648","0.648","0.843","0.843","0.843","0.842","0.842","0.842","0.746","0.746","0.746","0.828","0.828","0.828","0.818","0.818","0.818","0.738","0.738","0.738","0.838","0.838","0.838","0.794","0.794","0.794","0.687","0.687","0.687"
"513","0.779","0.779","0.779","0.752","0.752","0.752","0.681","0.681","0.681","0.864","0.864","0.864","0.861","0.861","0.861","0.718","0.718","0.718","0.841","0.841","0.841","0.824","0.824","0.824","0.714","0.714","0.714","0.808","0.808","0.808","0.841","0.841","0.841","0.699","0.699","0.699"
"514","0.783","0.783","0.783","0.776","0.776","0.776","0.684","0.684","0.684","0.844","0.844","0.844","0.808","0.808","0.808","0.756","0.756","0.756","0.831","0.831","0.831","0.829","0.829","0.829","0.68","0.68","0.68","0.813","0.813","0.813","0.765","0.765","0.765","0.725","0.725","0.725"
