"Step","zerofl-a1.0-s0.9-cifar100_lda1000.0-FedAvgNZ-e1-lr0.5 - sparsity","zerofl-a1.0-s0.9-cifar100_lda1000.0-FedAvgNZ-e1-lr0.5 - sparsity__MIN","zerofl-a1.0-s0.9-cifar100_lda1000.0-FedAvgNZ-e1-lr0.5 - sparsity__MAX","zerofl-a1.0-s0.9-cifar100_lda1.0-FedAvgNZ-e1-lr0.5 - sparsity","zerofl-a1.0-s0.9-cifar100_lda1.0-FedAvgNZ-e1-lr0.5 - sparsity__MIN","zerofl-a1.0-s0.9-cifar100_lda1.0-FedAvgNZ-e1-lr0.5 - sparsity__MAX","zerofl-a1.0-s0.9-cifar100_lda0.1-FedAvgNZ-e1-lr0.5 - sparsity","zerofl-a1.0-s0.9-cifar100_lda0.1-FedAvgNZ-e1-lr0.5 - sparsity__MIN","zerofl-a1.0-s0.9-cifar100_lda0.1-FedAvgNZ-e1-lr0.5 - sparsity__MAX","power_swat-a1.25-s0.9-cifar100_lda1000.0-FedAvg-e1-lr0.5 - sparsity","power_swat-a1.25-s0.9-cifar100_lda1000.0-FedAvg-e1-lr0.5 - sparsity__MIN","power_swat-a1.25-s0.9-cifar100_lda1000.0-FedAvg-e1-lr0.5 - sparsity__MAX","powerprop-a1.0-s0.9-cifar100_lda1000.0-FedAvg-e1-lr0.5 - sparsity","powerprop-a1.0-s0.9-cifar100_lda1000.0-FedAvg-e1-lr0.5 - sparsity__MIN","powerprop-a1.0-s0.9-cifar100_lda1000.0-FedAvg-e1-lr0.5 - sparsity__MAX","powerprop-a1.0-s0.9-cifar100_lda1.0-FedAvg-e1-lr0.5 - sparsity","powerprop-a1.0-s0.9-cifar100_lda1.0-FedAvg-e1-lr0.5 - sparsity__MIN","powerprop-a1.0-s0.9-cifar100_lda1.0-FedAvg-e1-lr0.5 - sparsity__MAX","powerprop-a1.0-s0.9-cifar100_lda0.1-FedAvg-e1-lr0.5 - sparsity","powerprop-a1.0-s0.9-cifar100_lda0.1-FedAvg-e1-lr0.5 - sparsity__MIN","powerprop-a1.0-s0.9-cifar100_lda0.1-FedAvg-e1-lr0.5 - sparsity__MAX","powerprop-a1.0-s0.0-cifar100_lda1000.0-FedAvg-e1-lr0.5 - sparsity","powerprop-a1.0-s0.0-cifar100_lda1000.0-FedAvg-e1-lr0.5 - sparsity__MIN","powerprop-a1.0-s0.0-cifar100_lda1000.0-FedAvg-e1-lr0.5 - sparsity__MAX"
"362","79.31","79.31","79.31","80.29000000000002","80.29000000000002","80.29000000000002","76.284","76.284","76.284","89.63899999999998","89.63899999999998","89.63899999999998","87.27100000000002","87.27100000000002","87.27100000000002","86.82699999999998","86.82699999999998","86.82699999999998","85.22899999999998","85.22899999999998","85.22899999999998","0","0","0"
"363","79.59300000000002","79.59300000000002","79.59300000000002","80.544","80.544","80.544","76.22800000000001","76.22800000000001","76.22800000000001","89.63899999999998","89.63899999999998","89.63899999999998","87.32100000000001","87.32100000000001","87.32100000000001","86.85300000000001","86.85300000000001","86.85300000000001","85.28699999999999","85.28699999999999","85.28699999999999","0","0","0"
"364","79.50800000000001","79.50800000000001","79.50800000000001","80.50300000000001","80.50300000000001","80.50300000000001","76.381","76.381","76.381","89.64","89.64","89.64","87.25300000000001","87.25300000000001","87.25300000000001","86.815","86.815","86.815","85.35899999999998","85.35899999999998","85.35899999999998","0","0","0"
"365","79.484","79.484","79.484","80.48199999999999","80.48199999999999","80.48199999999999","76.35800000000002","76.35800000000002","76.35800000000002","89.64100000000002","89.64100000000002","89.64100000000002","87.285","87.285","87.285","86.87","86.87","86.87","85.23600000000002","85.23600000000002","85.23600000000002","0","0","0"
"366","79.36800000000001","79.36800000000001","79.36800000000001","80.41199999999999","80.41199999999999","80.41199999999999","76.609","76.609","76.609","89.64100000000002","89.64100000000002","89.64100000000002","87.35199999999999","87.35199999999999","87.35199999999999","86.91399999999999","86.91399999999999","86.91399999999999","85.341","85.341","85.341","0","0","0"
"367","79.54300000000002","79.54300000000002","79.54300000000002","80.55300000000001","80.55300000000001","80.55300000000001","76.409","76.409","76.409","89.64199999999998","89.64199999999998","89.64199999999998","87.18199999999999","87.18199999999999","87.18199999999999","86.76300000000002","86.76300000000002","86.76300000000002","85.28699999999999","85.28699999999999","85.28699999999999","0","0","0"
"368","79.54300000000002","79.54300000000002","79.54300000000002","80.505","80.505","80.505","76.34","76.34","76.34","89.64199999999998","89.64199999999998","89.64199999999998","87.36","87.36","87.36","86.82399999999998","86.82399999999998","86.82399999999998","85.31300000000002","85.31300000000002","85.31300000000002","0","0","0"
"369","79.51199999999999","79.51199999999999","79.51199999999999","80.674","80.674","80.674","76.52699999999999","76.52699999999999","76.52699999999999","89.64300000000001","89.64300000000001","89.64300000000001","87.37699999999998","87.37699999999998","87.37699999999998","86.83899999999998","86.83899999999998","86.83899999999998","85.46899999999998","85.46899999999998","85.46899999999998","0","0","0"
"370","79.579","79.579","79.579","80.594","80.594","80.594","76.85699999999999","76.85699999999999","76.85699999999999","89.64300000000001","89.64300000000001","89.64300000000001","87.36800000000001","87.36800000000001","87.36800000000001","86.90100000000001","86.90100000000001","86.90100000000001","85.36300000000001","85.36300000000001","85.36300000000001","0","0","0"
"371","79.58499999999998","79.58499999999998","79.58499999999998","80.586","80.586","80.586","76.391","76.391","76.391","89.644","89.644","89.644","87.34699999999998","87.34699999999998","87.34699999999998","86.86699999999999","86.86699999999999","86.86699999999999","85.33199999999998","85.33199999999998","85.33199999999998","0","0","0"
"372","79.61300000000001","79.61300000000001","79.61300000000001","80.58199999999998","80.58199999999998","80.58199999999998","76.47","76.47","76.47","89.645","89.645","89.645","87.30800000000002","87.30800000000002","87.30800000000002","86.924","86.924","86.924","85.33899999999998","85.33899999999998","85.33899999999998","0","0","0"
"373","79.575","79.575","79.575","80.66500000000002","80.66500000000002","80.66500000000002","76.529","76.529","76.529","89.645","89.645","89.645","87.27100000000002","87.27100000000002","87.27100000000002","86.86600000000001","86.86600000000001","86.86600000000001","85.385","85.385","85.385","0","0","0"
"374","79.549","79.549","79.549","80.63199999999999","80.63199999999999","80.63199999999999","76.74300000000001","76.74300000000001","76.74300000000001","89.645","89.645","89.645","87.30800000000002","87.30800000000002","87.30800000000002","86.89899999999999","86.89899999999999","86.89899999999999","85.325","85.325","85.325","0","0","0"
"375","79.55800000000002","79.55800000000002","79.55800000000002","80.64699999999999","80.64699999999999","80.64699999999999","76.524","76.524","76.524","89.64600000000002","89.64600000000002","89.64600000000002","87.27600000000001","87.27600000000001","87.27600000000001","86.894","86.894","86.894","85.31699999999998","85.31699999999998","85.31699999999998","0","0","0"
"376","79.67300000000002","79.67300000000002","79.67300000000002","80.79000000000002","80.79000000000002","80.79000000000002","76.651","76.651","76.651","89.64600000000002","89.64600000000002","89.64600000000002","87.33","87.33","87.33","86.86300000000001","86.86300000000001","86.86300000000001","85.35399999999998","85.35399999999998","85.35399999999998","0","0","0"
"377","79.72199999999998","79.72199999999998","79.72199999999998","80.651","80.651","80.651","76.72199999999998","76.72199999999998","76.72199999999998","89.64699999999999","89.64699999999999","89.64699999999999","87.34699999999998","87.34699999999998","87.34699999999998","86.88","86.88","86.88","85.32699999999998","85.32699999999998","85.32699999999998","0","0","0"
"378","79.761","79.761","79.761","80.774","80.774","80.774","76.77199999999999","76.77199999999999","76.77199999999999","89.64800000000001","89.64800000000001","89.64800000000001","87.245","87.245","87.245","86.795","86.795","86.795","85.36800000000001","85.36800000000001","85.36800000000001","0","0","0"
"379","79.736","79.736","79.736","80.816","80.816","80.816","76.77699999999999","76.77699999999999","76.77699999999999","89.64899999999999","89.64899999999999","89.64899999999999","87.31800000000001","87.31800000000001","87.31800000000001","86.89800000000001","86.89800000000001","86.89800000000001","85.39800000000001","85.39800000000001","85.39800000000001","0","0","0"
"380","79.83199999999998","79.83199999999998","79.83199999999998","80.804","80.804","80.804","76.815","76.815","76.815","89.64899999999999","89.64899999999999","89.64899999999999","87.31699999999998","87.31699999999998","87.31699999999998","86.92","86.92","86.92","85.445","85.445","85.445","0","0","0"
"381","79.72699999999999","79.72699999999999","79.72699999999999","80.7","80.7","80.7","76.98800000000001","76.98800000000001","76.98800000000001","89.65","89.65","89.65","87.3","87.3","87.3","86.88399999999999","86.88399999999999","86.88399999999999","85.45199999999998","85.45199999999998","85.45199999999998","0","0","0"
"382","79.751","79.751","79.751","80.73300000000002","80.73300000000002","80.73300000000002","76.80800000000002","76.80800000000002","76.80800000000002","89.65100000000001","89.65100000000001","89.65100000000001","87.35100000000001","87.35100000000001","87.35100000000001","86.88699999999999","86.88699999999999","86.88699999999999","85.44300000000001","85.44300000000001","85.44300000000001","0","0","0"
"383","79.565","79.565","79.565","80.781","80.781","80.781","76.61499999999998","76.61499999999998","76.61499999999998","89.65100000000001","89.65100000000001","89.65100000000001","87.35699999999999","87.35699999999999","87.35699999999999","86.88100000000001","86.88100000000001","86.88100000000001","85.451","85.451","85.451","0","0","0"
"384","79.726","79.726","79.726","80.786","80.786","80.786","76.451","76.451","76.451","89.65199999999999","89.65199999999999","89.65199999999999","87.36899999999999","87.36899999999999","87.36899999999999","86.93","86.93","86.93","85.46100000000001","85.46100000000001","85.46100000000001","0","0","0"
"385","79.746","79.746","79.746","80.831","80.831","80.831","76.685","76.685","76.685","89.65199999999999","89.65199999999999","89.65199999999999","87.24899999999998","87.24899999999998","87.24899999999998","86.805","86.805","86.805","85.26699999999998","85.26699999999998","85.26699999999998","0","0","0"
"386","79.74699999999999","79.74699999999999","79.74699999999999","80.774","80.774","80.774","76.531","76.531","76.531","89.65300000000002","89.65300000000002","89.65300000000002","87.30300000000001","87.30300000000001","87.30300000000001","86.94100000000002","86.94100000000002","86.94100000000002","85.37399999999998","85.37399999999998","85.37399999999998","0","0","0"
"387","79.744","79.744","79.744","80.764","80.764","80.764","77.194","77.194","77.194","89.65300000000002","89.65300000000002","89.65300000000002","87.28800000000001","87.28800000000001","87.28800000000001","86.96","86.96","86.96","85.299","85.299","85.299","0","0","0"
"388","79.754","79.754","79.754","80.765","80.765","80.765","76.789","76.789","76.789","89.65399999999998","89.65399999999998","89.65399999999998","87.35199999999999","87.35199999999999","87.35199999999999","86.97300000000001","86.97300000000001","86.97300000000001","85.48399999999998","85.48399999999998","85.48399999999998","0","0","0"
"389","79.774","79.774","79.774","80.931","80.931","80.931","76.931","76.931","76.931","89.655","89.655","89.655","87.30899999999998","87.30899999999998","87.30899999999998","86.81899999999999","86.81899999999999","86.81899999999999","85.55800000000002","85.55800000000002","85.55800000000002","0","0","0"
"390","79.724","79.724","79.724","80.77500000000002","80.77500000000002","80.77500000000002","76.94300000000001","76.94300000000001","76.94300000000001","89.65600000000002","89.65600000000002","89.65600000000002","87.34899999999999","87.34899999999999","87.34899999999999","86.94300000000001","86.94300000000001","86.94300000000001","85.49399999999999","85.49399999999999","85.49399999999999","0","0","0"
"391","79.714","79.714","79.714","80.91","80.91","80.91","76.935","76.935","76.935","89.65699999999998","89.65699999999998","89.65699999999998","87.315","87.315","87.315","86.89300000000001","86.89300000000001","86.89300000000001","85.56300000000002","85.56300000000002","85.56300000000002","0","0","0"
"392","79.76000000000002","79.76000000000002","79.76000000000002","80.75699999999999","80.75699999999999","80.75699999999999","76.785","76.785","76.785","89.65699999999998","89.65699999999998","89.65699999999998","87.30100000000002","87.30100000000002","87.30100000000002","86.88899999999998","86.88899999999998","86.88899999999998","85.46399999999998","85.46399999999998","85.46399999999998","0","0","0"
"393","79.69","79.69","79.69","80.909","80.909","80.909","76.58199999999998","76.58199999999998","76.58199999999998","89.65800000000002","89.65800000000002","89.65800000000002","87.28","87.28","87.28","86.87899999999999","86.87899999999999","86.87899999999999","85.44100000000002","85.44100000000002","85.44100000000002","0","0","0"
"394","79.81","79.81","79.81","80.711","80.711","80.711","76.891","76.891","76.891","89.659","89.659","89.659","87.34199999999998","87.34199999999998","87.34199999999998","86.89199999999998","86.89199999999998","86.89199999999998","85.519","85.519","85.519","0","0","0"
"395","79.799","79.799","79.799","80.84800000000001","80.84800000000001","80.84800000000001","76.965","76.965","76.965","89.659","89.659","89.659","87.29","87.29","87.29","86.83800000000001","86.83800000000001","86.83800000000001","85.40699999999998","85.40699999999998","85.40699999999998","0","0","0"
"396","79.859","79.859","79.859","80.98800000000001","80.98800000000001","80.98800000000001","77.11199999999998","77.11199999999998","77.11199999999998","89.66","89.66","89.66","87.32300000000001","87.32300000000001","87.32300000000001","86.895","86.895","86.895","85.47399999999999","85.47399999999999","85.47399999999999","0","0","0"
"397","79.82699999999998","79.82699999999998","79.82699999999998","81.00199999999998","81.00199999999998","81.00199999999998","76.74699999999999","76.74699999999999","76.74699999999999","89.66100000000002","89.66100000000002","89.66100000000002","87.34699999999998","87.34699999999998","87.34699999999998","86.925","86.925","86.925","85.61800000000001","85.61800000000001","85.61800000000001","0","0","0"
"398","79.95","79.95","79.95","80.95","80.95","80.95","76.666","76.666","76.666","89.66199999999999","89.66199999999999","89.66199999999999","87.24699999999999","87.24699999999999","87.24699999999999","86.924","86.924","86.924","85.50199999999998","85.50199999999998","85.50199999999998","0","0","0"
"399","79.79000000000002","79.79000000000002","79.79000000000002","80.939","80.939","80.939","77.20199999999998","77.20199999999998","77.20199999999998","89.66199999999999","89.66199999999999","89.66199999999999","87.34300000000002","87.34300000000002","87.34300000000002","86.88699999999999","86.88699999999999","86.88699999999999","85.51600000000002","85.51600000000002","85.51600000000002","0","0","0"
"400","79.905","79.905","79.905","81.026","81.026","81.026","77.19199999999998","77.19199999999998","77.19199999999998","89.66300000000001","89.66300000000001","89.66300000000001","87.32300000000001","87.32300000000001","87.32300000000001","86.96399999999998","86.96399999999998","86.96399999999998","85.52800000000002","85.52800000000002","85.52800000000002","0","0","0"
"401","79.829","79.829","79.829","80.911","80.911","80.911","77.366","77.366","77.366","89.66300000000001","89.66300000000001","89.66300000000001","87.30100000000002","87.30100000000002","87.30100000000002","86.91300000000001","86.91300000000001","86.91300000000001","85.525","85.525","85.525","0","0","0"
"402","79.906","79.906","79.906","80.89699999999999","80.89699999999999","80.89699999999999","77.19199999999998","77.19199999999998","77.19199999999998","89.66399999999999","89.66399999999999","89.66399999999999","87.37699999999998","87.37699999999998","87.37699999999998","87.01199999999999","87.01199999999999","87.01199999999999","85.57899999999998","85.57899999999998","85.57899999999998","0","0","0"
"403","79.85199999999999","79.85199999999999","79.85199999999999","80.985","80.985","80.985","77.185","77.185","77.185","89.665","89.665","89.665","87.33399999999999","87.33399999999999","87.33399999999999","86.92899999999999","86.92899999999999","86.92899999999999","85.72399999999999","85.72399999999999","85.72399999999999","0","0","0"
"404","79.88199999999999","79.88199999999999","79.88199999999999","80.91","80.91","80.91","77.495","77.495","77.495","89.665","89.665","89.665","87.33699999999999","87.33699999999999","87.33699999999999","86.97","86.97","86.97","85.62100000000001","85.62100000000001","85.62100000000001","0","0","0"
"405","79.845","79.845","79.845","80.92800000000001","80.92800000000001","80.92800000000001","77.155","77.155","77.155","89.66600000000001","89.66600000000001","89.66600000000001","87.32","87.32","87.32","86.95899999999999","86.95899999999999","86.95899999999999","85.54199999999999","85.54199999999999","85.54199999999999","0","0","0"
"406","79.996","79.996","79.996","81.09","81.09","81.09","77.22300000000001","77.22300000000001","77.22300000000001","89.66699999999999","89.66699999999999","89.66699999999999","87.341","87.341","87.341","86.93199999999999","86.93199999999999","86.93199999999999","85.55100000000002","85.55100000000002","85.55100000000002","0","0","0"
"407","79.93699999999998","79.93699999999998","79.93699999999998","81.12699999999998","81.12699999999998","81.12699999999998","77.451","77.451","77.451","89.66800000000002","89.66800000000002","89.66800000000002","87.32","87.32","87.32","86.99300000000001","86.99300000000001","86.99300000000001","85.54800000000002","85.54800000000002","85.54800000000002","0","0","0"
"408","79.949","79.949","79.949","80.97199999999998","80.97199999999998","80.97199999999998","77.441","77.441","77.441","89.66800000000002","89.66800000000002","89.66800000000002","87.26800000000001","87.26800000000001","87.26800000000001","86.98399999999998","86.98399999999998","86.98399999999998","85.51100000000001","85.51100000000001","85.51100000000001","0","0","0"
"409","79.894","79.894","79.894","80.866","80.866","80.866","77.25699999999999","77.25699999999999","77.25699999999999","89.66899999999998","89.66899999999998","89.66899999999998","87.33199999999998","87.33199999999998","87.33199999999998","86.96199999999999","86.96199999999999","86.96199999999999","85.716","85.716","85.716","0","0","0"
"410","79.969","79.969","79.969","80.946","80.946","80.946","77.276","77.276","77.276","89.67","89.67","89.67","87.42199999999998","87.42199999999998","87.42199999999998","87.034","87.034","87.034","85.73","85.73","85.73","0","0","0"
"411","79.889","79.889","79.889","81.034","81.034","81.034","77.41199999999999","77.41199999999999","77.41199999999999","89.67","89.67","89.67","87.231","87.231","87.231","86.93600000000002","86.93600000000002","86.93600000000002","85.59","85.59","85.59","0","0","0"
"412","79.92699999999999","79.92699999999999","79.92699999999999","81.07300000000001","81.07300000000001","81.07300000000001","77.634","77.634","77.634","89.67100000000002","89.67100000000002","89.67100000000002","87.255","87.255","87.255","86.94","86.94","86.94","85.59300000000002","85.59300000000002","85.59300000000002","0","0","0"
"413","80.02300000000001","80.02300000000001","80.02300000000001","80.97800000000001","80.97800000000001","80.97800000000001","77.15300000000002","77.15300000000002","77.15300000000002","89.67100000000002","89.67100000000002","89.67100000000002","87.335","87.335","87.335","87.03800000000001","87.03800000000001","87.03800000000001","85.66600000000001","85.66600000000001","85.66600000000001","0","0","0"
"414","80.01000000000002","80.01000000000002","80.01000000000002","81.105","81.105","81.105","76.964","76.964","76.964","89.67199999999998","89.67199999999998","89.67199999999998","87.31","87.31","87.31","87.00899999999999","87.00899999999999","87.00899999999999","85.51699999999998","85.51699999999998","85.51699999999998","0","0","0"
"415","80.161","80.161","80.161","81.001","81.001","81.001","77.406","77.406","77.406","89.67300000000002","89.67300000000002","89.67300000000002","87.29699999999998","87.29699999999998","87.29699999999998","87.025","87.025","87.025","85.58699999999999","85.58699999999999","85.58699999999999","0","0","0"
"416","80.00199999999998","80.00199999999998","80.00199999999998","81","81","81","77.259","77.259","77.259","89.67300000000002","89.67300000000002","89.67300000000002","87.41899999999998","87.41899999999998","87.41899999999998","87.04300000000002","87.04300000000002","87.04300000000002","85.61300000000001","85.61300000000001","85.61300000000001","0","0","0"
"417","80.10300000000001","80.10300000000001","80.10300000000001","81.019","81.019","81.019","77.11199999999998","77.11199999999998","77.11199999999998","89.674","89.674","89.674","87.26300000000002","87.26300000000002","87.26300000000002","86.86399999999999","86.86399999999999","86.86399999999999","85.69199999999998","85.69199999999998","85.69199999999998","0","0","0"
"418","80.15800000000002","80.15800000000002","80.15800000000002","81.03","81.03","81.03","77.25699999999999","77.25699999999999","77.25699999999999","89.675","89.675","89.675","87.32100000000001","87.32100000000001","87.32100000000001","86.97","86.97","86.97","85.83600000000001","85.83600000000001","85.83600000000001","0","0","0"
"419","80.039","80.039","80.039","81.11199999999998","81.11199999999998","81.11199999999998","77.589","77.589","77.589","89.675","89.675","89.675","87.31899999999999","87.31899999999999","87.31899999999999","86.99199999999999","86.99199999999999","86.99199999999999","85.56399999999998","85.56399999999998","85.56399999999998","0","0","0"
"420","80.011","80.011","80.011","81.129","81.129","81.129","77.48","77.48","77.48","89.67600000000002","89.67600000000002","89.67600000000002","87.35899999999998","87.35899999999998","87.35899999999998","87.02399999999999","87.02399999999999","87.02399999999999","85.58899999999998","85.58899999999998","85.58899999999998","0","0","0"
"421","80.194","80.194","80.194","81.246","81.246","81.246","77.49199999999999","77.49199999999999","77.49199999999999","89.67699999999999","89.67699999999999","89.67699999999999","87.315","87.315","87.315","86.97600000000001","86.97600000000001","86.97600000000001","85.56600000000002","85.56600000000002","85.56600000000002","0","0","0"
"422","80.086","80.086","80.086","81.175","81.175","81.175","77.539","77.539","77.539","89.67800000000001","89.67800000000001","89.67800000000001","87.45199999999998","87.45199999999998","87.45199999999998","87.04600000000002","87.04600000000002","87.04600000000002","85.82899999999998","85.82899999999998","85.82899999999998","0","0","0"
"423","80.19499999999998","80.19499999999998","80.19499999999998","81.179","81.179","81.179","77.431","77.431","77.431","89.67899999999999","89.67899999999999","89.67899999999999","87.35800000000002","87.35800000000002","87.35800000000002","87.01800000000001","87.01800000000001","87.01800000000001","85.60100000000001","85.60100000000001","85.60100000000001","0","0","0"
"424","80.036","80.036","80.036","81.19800000000001","81.19800000000001","81.19800000000001","77.53699999999999","77.53699999999999","77.53699999999999","89.68","89.68","89.68","87.38600000000001","87.38600000000001","87.38600000000001","87.019","87.019","87.019","85.71300000000001","85.71300000000001","85.71300000000001","0","0","0"
"425","80.219","80.219","80.219","81.35800000000002","81.35800000000002","81.35800000000002","77.60699999999999","77.60699999999999","77.60699999999999","89.68100000000001","89.68100000000001","89.68100000000001","87.35699999999999","87.35699999999999","87.35699999999999","87.02199999999999","87.02199999999999","87.02199999999999","85.71199999999999","85.71199999999999","85.71199999999999","0","0","0"
"426","80.126","80.126","80.126","81.23","81.23","81.23","77.434","77.434","77.434","89.68100000000001","89.68100000000001","89.68100000000001","87.33","87.33","87.33","86.93800000000002","86.93800000000002","86.93800000000002","85.71100000000001","85.71100000000001","85.71100000000001","0","0","0"
"427","80.11800000000001","80.11800000000001","80.11800000000001","81.191","81.191","81.191","77.624","77.624","77.624","89.68199999999999","89.68199999999999","89.68199999999999","87.32699999999998","87.32699999999998","87.32699999999998","86.99100000000001","86.99100000000001","86.99100000000001","85.86899999999999","85.86899999999999","85.86899999999999","0","0","0"
"428","80.09199999999998","80.09199999999998","80.09199999999998","81.119","81.119","81.119","77.925","77.925","77.925","89.68300000000002","89.68300000000002","89.68300000000002","87.40699999999998","87.40699999999998","87.40699999999998","87.019","87.019","87.019","85.695","85.695","85.695","0","0","0"
"429","80.20300000000002","80.20300000000002","80.20300000000002","81.175","81.175","81.175","77.66300000000001","77.66300000000001","77.66300000000001","89.68399999999998","89.68399999999998","89.68399999999998","87.37199999999999","87.37199999999999","87.37199999999999","86.95800000000001","86.95800000000001","86.95800000000001","85.61699999999999","85.61699999999999","85.61699999999999","0","0","0"
"430","80.27300000000001","80.27300000000001","80.27300000000001","81.24699999999999","81.24699999999999","81.24699999999999","77.64199999999998","77.64199999999998","77.64199999999998","89.68399999999998","89.68399999999998","89.68399999999998","87.27199999999999","87.27199999999999","87.27199999999999","86.909","86.909","86.909","85.57899999999998","85.57899999999998","85.57899999999998","0","0","0"
"431","80.08199999999998","80.08199999999998","80.08199999999998","81.209","81.209","81.209","77.476","77.476","77.476","89.685","89.685","89.685","87.44699999999999","87.44699999999999","87.44699999999999","87.06","87.06","87.06","85.81600000000002","85.81600000000002","85.81600000000002","0","0","0"
"432","80.124","80.124","80.124","81.214","81.214","81.214","77.52","77.52","77.52","89.685","89.685","89.685","87.37199999999999","87.37199999999999","87.37199999999999","87.02800000000002","87.02800000000002","87.02800000000002","85.70899999999999","85.70899999999999","85.70899999999999","0","0","0"
"433","80.175","80.175","80.175","81.331","81.331","81.331","77.591","77.591","77.591","89.68600000000002","89.68600000000002","89.68600000000002","87.38899999999998","87.38899999999998","87.38899999999998","87.00699999999999","87.00699999999999","87.00699999999999","85.61199999999998","85.61199999999998","85.61199999999998","0","0","0"
"434","80.185","80.185","80.185","81.21199999999999","81.21199999999999","81.21199999999999","77.68199999999999","77.68199999999999","77.68199999999999","89.68699999999998","89.68699999999998","89.68699999999998","87.435","87.435","87.435","87.10199999999999","87.10199999999999","87.10199999999999","85.65699999999998","85.65699999999998","85.65699999999998","0","0","0"
"435","80.18300000000002","80.18300000000002","80.18300000000002","81.32199999999999","81.32199999999999","81.32199999999999","77.599","77.599","77.599","89.68699999999998","89.68699999999998","89.68699999999998","87.27800000000002","87.27800000000002","87.27800000000002","86.97300000000001","86.97300000000001","86.97300000000001","85.72800000000001","85.72800000000001","85.72800000000001","0","0","0"
"436","80.236","80.236","80.236","81.37300000000002","81.37300000000002","81.37300000000002","77.996","77.996","77.996","89.68800000000002","89.68800000000002","89.68800000000002","87.27800000000002","87.27800000000002","87.27800000000002","86.98199999999999","86.98199999999999","86.98199999999999","85.76399999999998","85.76399999999998","85.76399999999998","0","0","0"
"437","80.176","80.176","80.176","81.329","81.329","81.329","77.834","77.834","77.834","89.68899999999998","89.68899999999998","89.68899999999998","87.34300000000002","87.34300000000002","87.34300000000002","86.981","86.981","86.981","85.73300000000002","85.73300000000002","85.73300000000002","0","0","0"
"438","80.159","80.159","80.159","81.31199999999998","81.31199999999998","81.31199999999998","77.80300000000001","77.80300000000001","77.80300000000001","89.68899999999998","89.68899999999998","89.68899999999998","87.356","87.356","87.356","86.97399999999999","86.97399999999999","86.97399999999999","85.85699999999999","85.85699999999999","85.85699999999999","0","0","0"
"439","80.164","80.164","80.164","81.431","81.431","81.431","77.75199999999998","77.75199999999998","77.75199999999998","89.68899999999998","89.68899999999998","89.68899999999998","87.25899999999999","87.25899999999999","87.25899999999999","86.98399999999998","86.98399999999998","86.98399999999998","85.72199999999998","85.72199999999998","85.72199999999998","0","0","0"
"440","80.235","80.235","80.235","81.34","81.34","81.34","77.691","77.691","77.691","89.69","89.69","89.69","87.28800000000001","87.28800000000001","87.28800000000001","86.99300000000001","86.99300000000001","86.99300000000001","85.68899999999998","85.68899999999998","85.68899999999998","0","0","0"
"441","80.21199999999999","80.21199999999999","80.21199999999999","81.38699999999999","81.38699999999999","81.38699999999999","77.84300000000002","77.84300000000002","77.84300000000002","89.69100000000002","89.69100000000002","89.69100000000002","87.4","87.4","87.4","87.06399999999998","87.06399999999998","87.06399999999998","85.78800000000001","85.78800000000001","85.78800000000001","0","0","0"
"442","80.355","80.355","80.355","81.25","81.25","81.25","77.884","77.884","77.884","89.69100000000002","89.69100000000002","89.69100000000002","87.38399999999999","87.38399999999999","87.38399999999999","87.00399999999999","87.00399999999999","87.00399999999999","85.77","85.77","85.77","0","0","0"
"443","80.17300000000002","80.17300000000002","80.17300000000002","81.43000000000002","81.43000000000002","81.43000000000002","77.799","77.799","77.799","89.69199999999998","89.69199999999998","89.69199999999998","87.37899999999999","87.37899999999999","87.37899999999999","87.00800000000001","87.00800000000001","87.00800000000001","85.79699999999998","85.79699999999998","85.79699999999998","0","0","0"
"444","80.2","80.2","80.2","81.081","81.081","81.081","77.77199999999999","77.77199999999999","77.77199999999999","89.69199999999998","89.69199999999998","89.69199999999998","87.43899999999998","87.43899999999998","87.43899999999998","87.07300000000001","87.07300000000001","87.07300000000001","85.87399999999998","85.87399999999998","85.87399999999998","0","0","0"
"445","80.261","80.261","80.261","81.40699999999998","81.40699999999998","81.40699999999998","77.796","77.796","77.796","89.69300000000001","89.69300000000001","89.69300000000001","87.29699999999998","87.29699999999998","87.29699999999998","87.04","87.04","87.04","85.71100000000001","85.71100000000001","85.71100000000001","0","0","0"
"446","80.20199999999998","80.20199999999998","80.20199999999998","81.36300000000001","81.36300000000001","81.36300000000001","77.884","77.884","77.884","89.69300000000001","89.69300000000001","89.69300000000001","87.295","87.295","87.295","86.95300000000002","86.95300000000002","86.95300000000002","85.77300000000001","85.77300000000001","85.77300000000001","0","0","0"
"447","80.25699999999999","80.25699999999999","80.25699999999999","81.204","81.204","81.204","78.004","78.004","78.004","89.69399999999999","89.69399999999999","89.69399999999999","87.39600000000002","87.39600000000002","87.39600000000002","86.97199999999998","86.97199999999998","86.97199999999998","85.68600000000002","85.68600000000002","85.68600000000002","0","0","0"
"448","80.321","80.321","80.321","81.264","81.264","81.264","78.009","78.009","78.009","89.695","89.695","89.695","87.43300000000002","87.43300000000002","87.43300000000002","87.065","87.065","87.065","85.92199999999998","85.92199999999998","85.92199999999998","0","0","0"
